Sample,COSMIC_ID,Tissue identifier 1,Tissue identifier 2,Cancer Type,Alteration Type,Region identifier
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD21 (FOXA2)
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD22 (ASXL1)
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD29 (TFDP1)
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD32
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD35 (MECOM)
H4,907042,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
H4,907042,nervous_system,glioma,LGG,Amplification,cnaLGG16 (EGFR)
H513,1240141,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
HA7-RCC,753558,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
HARA,1240142,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC3
HARA,1240142,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC4
HARA,1240142,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC17 (FAT1,IRF2)"
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC3
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC4
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC8
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC10 (CDKN2A)
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC16
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC17 (FAT1,IRF2)"
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC21
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC22 (SMARCA4)
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC23
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC28
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC29 (FOXP1)
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC44
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC51
HCC-15,1240143,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC54
HCC-44,1240145,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD3 (TERT)
HCC-44,1240145,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD10 (AHR,HDAC9)"
HCC-44,1240145,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD23 (ARFGAP1)
HCC-44,1240145,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
HCC-44,1240145,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD18
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD24
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD48
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD55
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD56
HCC-56,1290907,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
HCC-78,1290908,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
HCC-78,1290908,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD30 (CCND1)
HCC-827,1240146,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD11 (EGFR)
HCC-827,1240146,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD19 (CDK4)
HCC-827,1240146,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
HCC1143,749710,breast,breast,BRCA,Amplification,"cnaBRCA10 (MDM2,NUP107)"
HCC1143,749710,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC1143,749710,breast,breast,BRCA,Amplification,cnaBRCA15
HCC1143,749710,breast,breast,BRCA,Amplification,cnaBRCA16
HCC1143,749710,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC1143,749710,breast,breast,BRCA,Amplification,"cnaBRCA30 (CRNKL1,FOXA2)"
HCC1143,749710,breast,breast,BRCA,Amplification,cnaBRCA47 (EGFR)
HCC1143,749710,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
HCC1187,749711,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC1187,749711,breast,breast,BRCA,Amplification,cnaBRCA62
HCC1395,749712,breast,breast,BRCA,Deletion,"cnaBRCA7 (FAS,PTEN)"
HCC1395,749712,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC1395,749712,breast,breast,BRCA,Amplification,cnaBRCA48
HCC1395,749712,breast,breast,BRCA,Deletion,cnaBRCA57
HCC1419,907045,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC1419,907045,breast,breast,BRCA,Amplification,cnaBRCA15
HCC1419,907045,breast,breast,BRCA,Amplification,cnaBRCA16
HCC1419,907045,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
HCC1419,907045,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
HCC1419,907045,breast,breast,BRCA,Amplification,cnaBRCA31
HCC1428,1290905,breast,breast,BRCA,Amplification,"cnaBRCA5 (GATA3,KLF6,LARP4B,VIM)"
HCC1428,1290905,breast,breast,BRCA,Amplification,"cnaBRCA8 (CHD4,WNK1)"
HCC1428,1290905,breast,breast,BRCA,Amplification,"cnaBRCA10 (MDM2,NUP107)"
HCC1428,1290905,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC1428,1290905,breast,breast,BRCA,Amplification,cnaBRCA15
HCC1428,1290905,breast,breast,BRCA,Amplification,cnaBRCA16
HCC1428,1290905,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
HCC1428,1290905,breast,breast,BRCA,Deletion,cnaBRCA29 (MAP2K4)
HCC1428,1290905,breast,breast,BRCA,Amplification,cnaBRCA31
HCC1428,1290905,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
HCC1428,1290905,breast,breast,BRCA,Deletion,cnaBRCA57
HCC1500,1303900,breast,breast,BRCA,Deletion,"cnaBRCA7 (FAS,PTEN)"
HCC1500,1303900,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA17
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA18
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA20
HCC1500,1303900,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA23
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA28 (GPS2)
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA29 (MAP2K4)
HCC1500,1303900,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA33
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA34
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA35
HCC1500,1303900,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA38
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA42
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA43
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA59
HCC1500,1303900,breast,breast,BRCA,Deletion,cnaBRCA60
HCC1569,907046,breast,breast,BRCA,Deletion,cnaBRCA1 (STK11)
HCC1569,907046,breast,breast,BRCA,Amplification,cnaBRCA15
HCC1569,907046,breast,breast,BRCA,Deletion,cnaBRCA18
HCC1569,907046,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC1569,907046,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
HCC1599,749713,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
HCC1599,749713,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC1599,749713,breast,breast,BRCA,Amplification,cnaBRCA15
HCC1599,749713,breast,breast,BRCA,Amplification,cnaBRCA16
HCC1599,749713,breast,breast,BRCA,Deletion,cnaBRCA17
HCC1599,749713,breast,breast,BRCA,Deletion,cnaBRCA18
HCC1599,749713,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
HCC1599,749713,breast,breast,BRCA,Deletion,cnaBRCA38
HCC1599,749713,breast,breast,BRCA,Amplification,cnaBRCA62
HCC1937,749714,breast,breast,BRCA,Amplification,"cnaBRCA8 (CHD4,WNK1)"
HCC1937,749714,breast,breast,BRCA,Amplification,cnaBRCA9 (KRAS)
HCC1937,749714,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
HCC1937,749714,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC1937,749714,breast,breast,BRCA,Amplification,cnaBRCA15
HCC1937,749714,breast,breast,BRCA,Amplification,cnaBRCA16
HCC1937,749714,breast,breast,BRCA,Amplification,cnaBRCA19
HCC1937,749714,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
HCC1954,749709,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA15
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA16
HCC1954,749709,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
HCC1954,749709,breast,breast,BRCA,Amplification,"cnaBRCA39 (FOXA1,NKX2-1,PSMA6)"
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA62
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA63
HCC1954,749709,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
HCC202,1290906,breast,breast,BRCA,Deletion,cnaBRCA17
HCC202,1290906,breast,breast,BRCA,Deletion,cnaBRCA18
HCC202,1290906,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC202,1290906,breast,breast,BRCA,Deletion,cnaBRCA23
HCC202,1290906,breast,breast,BRCA,Deletion,cnaBRCA24
HCC202,1290906,breast,breast,BRCA,Deletion,"cnaBRCA25 (ARID1B,MAP3K4,MLLT4)"
HCC202,1290906,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
HCC2157,749715,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC2157,749715,breast,breast,BRCA,Deletion,cnaBRCA17
HCC2157,749715,breast,breast,BRCA,Deletion,cnaBRCA18
HCC2157,749715,breast,breast,BRCA,Deletion,cnaBRCA33
HCC2218,749716,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC2218,749716,breast,breast,BRCA,Amplification,cnaBRCA15
HCC2218,749716,breast,breast,BRCA,Amplification,cnaBRCA16
HCC2218,749716,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC2218,749716,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
HCC2218,749716,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
HCC2218,749716,breast,breast,BRCA,Amplification,cnaBRCA31
HCC2218,749716,breast,breast,BRCA,Amplification,cnaBRCA62
HCC2218,749716,breast,breast,BRCA,Amplification,cnaBRCA63
HCC2998,905971,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
HCC2998,905971,large_intestine,large_intestine,COAD/READ,Deletion,"cnaCOREAD42 (B2M,BUB1B,MGA,TP53BP1)"
HCC2998,905971,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA1 (STK11)
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA3
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA4
HCC38,749717,breast,breast,BRCA,Deletion,"cnaBRCA7 (FAS,PTEN)"
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA17
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA18
HCC38,749717,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA24
HCC38,749717,breast,breast,BRCA,Deletion,"cnaBRCA25 (ARID1B,MAP3K4,MLLT4)"
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA28 (GPS2)
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA29 (MAP2K4)
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA34
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA38
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA42
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA44 (PAX5)
HCC38,749717,breast,breast,BRCA,Deletion,cnaBRCA60
HCC70,907048,breast,breast,BRCA,Amplification,"cnaBRCA5 (GATA3,KLF6,LARP4B,VIM)"
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA15
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA16
HCC70,907048,breast,breast,BRCA,Deletion,cnaBRCA17
HCC70,907048,breast,breast,BRCA,Deletion,cnaBRCA18
HCC70,907048,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA47 (EGFR)
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA48
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA61 (NOTCH2)
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA62
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA63
HCC70,907048,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
HCE-4,753559,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
HCT-116,905936,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
HCT-116,905936,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD18
HCT-116,905936,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
HCT-116,905936,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
HCT-116,905936,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
HCT-15,905937,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
HCT-15,905937,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
HCT-15,905937,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
HCT-15,905937,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
HDQ-P1,1290922,breast,breast,BRCA,Amplification,"cnaBRCA5 (GATA3,KLF6,LARP4B,VIM)"
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA9 (KRAS)
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA15
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA16
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA31
HDQ-P1,1290922,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA47 (EGFR)
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA48
HDQ-P1,1290922,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
HEC-1,907051,urogenital_system,endometrium,UCEC,Amplification,cnaUCEC10
HEC-1,907051,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC50
HeLa,1298134,urogenital_system,cervix,CESC,Amplification,cnaCESC1
Hep 3B2_1-7,1240147,digestive_system,liver,LIHC,Deletion,cnaLIHC10 (RB1)
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV4 (KRAS)
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV48 (SOX17)
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV49
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV50
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV51 (MYC)
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV86 (KAT6B)
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV94
Hey,1479988,urogenital_system,ovary,OV,Amplification,cnaOV95 (MECOM)
HGC-27,907055,digestive_system,stomach,STAD,Deletion,cnaSTAD12
HGC-27,907055,digestive_system,stomach,STAD,Deletion,cnaSTAD13
HGC-27,907055,digestive_system,stomach,STAD,Deletion,cnaSTAD16
HGC-27,907055,digestive_system,stomach,STAD,Amplification,cnaSTAD26 (MYC)
HGC-27,907055,digestive_system,stomach,STAD,Deletion,cnaSTAD30
HGC-27,907055,digestive_system,stomach,STAD,Deletion,cnaSTAD41
HGC-27,907055,digestive_system,stomach,STAD,Deletion,cnaSTAD47
HGC-27,907055,digestive_system,stomach,STAD,Deletion,"cnaSTAD48 (FAT1,IRF2)"
HGC-27,907055,digestive_system,stomach,STAD,Deletion,cnaSTAD49 (PTEN)
HLE,907057,digestive_system,liver,LIHC,Deletion,cnaLIHC10 (RB1)
HMV-II,907058,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
HMV-II,907058,skin,melanoma,SKCM,Deletion,cnaSKCM24
HMV-II,907058,skin,melanoma,SKCM,Deletion,cnaSKCM25
HN,907059,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC2 (EGFR)
HN,907059,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC8
HN,907059,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
HN,907059,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC29
HO-1-N-1,924111,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
HO-1-u-1,753561,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
HO-1-u-1,753561,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
HOP-62,905972,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD17 (KRAS)
HOP-62,905972,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD30 (CCND1)
HPAF-II,724869,pancreas,pancreas,PAAD,Amplification,cnaPAAD2 (KRAS)
Hs683,1240150,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
Hs683,1240150,nervous_system,glioma,LGG,Deletion,cnaLGG2
Hs683,1240150,nervous_system,glioma,LGG,Deletion,cnaLGG14 (CUL2)
Hs746T,1240151,digestive_system,stomach,STAD,Deletion,cnaSTAD11
Hs746T,1240151,digestive_system,stomach,STAD,Deletion,cnaSTAD12
Hs746T,1240151,digestive_system,stomach,STAD,Deletion,cnaSTAD13
Hs746T,1240151,digestive_system,stomach,STAD,Deletion,cnaSTAD17 (CDKN2A)
Hs746T,1240151,digestive_system,stomach,STAD,Deletion,cnaSTAD23
Hs746T,1240151,digestive_system,stomach,STAD,Deletion,cnaSTAD42
Hs746T,1240151,digestive_system,stomach,STAD,Amplification,cnaSTAD44 (AKAP9)
Hs746T,1240151,digestive_system,stomach,STAD,Amplification,cnaSTAD45 (MET)
Hs746T,1240151,digestive_system,stomach,STAD,Deletion,"cnaSTAD48 (FAT1,IRF2)"
Hs939-T,1298144,skin,melanoma,SKCM,Deletion,cnaSKCM2
Hs939-T,1298144,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
Hs939-T,1298144,skin,melanoma,SKCM,Deletion,cnaSKCM18
Hs939-T,1298144,skin,melanoma,SKCM,Deletion,cnaSKCM19
Hs939-T,1298144,skin,melanoma,SKCM,Deletion,cnaSKCM24
Hs939-T,1298144,skin,melanoma,SKCM,Deletion,cnaSKCM25
Hs940-T,1298145,skin,melanoma,SKCM,Deletion,cnaSKCM3
Hs940-T,1298145,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
Hs940-T,1298145,skin,melanoma,SKCM,Deletion,cnaSKCM9
HSC-2,753562,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC2 (EGFR)
HSC-2,753562,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
HSC-2,753562,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
HSC-2,753562,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC29
HSC-3,907061,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
HSC-3,907061,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
HSC-3,907061,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC21 (MCM3)
HSC-39,1322224,digestive_system,stomach,STAD,Deletion,cnaSTAD7
HSC-39,1322224,digestive_system,stomach,STAD,Amplification,cnaSTAD8 (CAT)
HSC-39,1322224,digestive_system,stomach,STAD,Deletion,cnaSTAD16
HSC-39,1322224,digestive_system,stomach,STAD,Deletion,cnaSTAD17 (CDKN2A)
HSC-39,1322224,digestive_system,stomach,STAD,Amplification,cnaSTAD26 (MYC)
HSC-39,1322224,digestive_system,stomach,STAD,Amplification,cnaSTAD46
HSC-4,907062,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC1 (ACTB,CARD11,PMS2,RAC1)"
HSC-4,907062,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC2 (EGFR)
HSC-4,907062,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC14 (ASXL1)
HSC-4,907062,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
HT,907063,lymphoma,B_cell_lymphoma,DLBC,Amplification,"cnaDLBC7 (BCL11A,REL,XPO1)"
HT-115,907289,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD10
HT-115,907289,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
HT-115,907289,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
HT-115,907289,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
HT-1197,907065,urogenital_system,Bladder,BLCA,Amplification,"cnaBLCA3 (GATA3,KLF6,LARP4B,VIM)"
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA1
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,"cnaBLCA3 (GATA3,KLF6,LARP4B,VIM)"
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA9
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA12 (MACF1)
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA13 (SDHC)
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA15 (ASXL1)
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,"cnaBLCA19 (ERCC5,ING1,IRS2,TFDP1)"
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA21 (EGFR)
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA22 (PABPC1)
HT-1376,907066,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA23 (MYC)
HT-144,907067,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
HT-144,907067,skin,melanoma,SKCM,Amplification,"cnaSKCM21 (FOXP1,MITF)"
HT-29,905939,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
HT-29,905939,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD18
HT-29,905939,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
HT-29,905939,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
HT-29,905939,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD47 (MYC)
HT-29,905939,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
HT55,907287,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
HT55,907287,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
HT55,907287,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD28 (SOX9)
HT55,907287,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD32 (STK4)
huH-1,1298146,digestive_system,liver,LIHC,Deletion,cnaLIHC7 (CDKN2A)
HuP-T3,907285,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
HuP-T4,907286,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
IGR-1,907169,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM3
